HomeTeam,AwayTeam,HomeGoals,AwayGoals
Catania,Lazio,1.0,1.0
Chievo,Genoa,3.0,1.0
Milan,Bologna,1.0,0.0
Parma,Palermo,1.0,0.0
Roma,Fiorentina,3.0,1.0
Sampdoria,Siena,4.0,1.0
Atalanta,Catania,0.0,0.0
Bari,Cagliari,0.0,1.0
Bologna,Livorno,2.0,0.0
Fiorentina,Sampdoria,2.0,0.0
Inter,Napoli,3.0,1.0
Lazio,Parma,1.0,2.0
Palermo,Roma,3.0,3.0
Siena,Chievo,0.0,0.0
Udinese,Milan,1.0,0.0
Genoa,Juventus,2.0,2.0
Livorno,Fiorentina,0.0,1.0
Sampdoria,Inter,1.0,0.0
Catania,Roma,1.0,1.0
Chievo,Atalanta,1.0,1.0
Juventus,Bologna,1.0,1.0
Lazio,Palermo,1.0,1.0
Milan,Bari,0.0,0.0
Napoli,Siena,2.0,1.0
Parma,Cagliari,0.0,2.0
Udinese,Genoa,2.0,0.0
Bari,Catania,0.0,0.0
Inter,Udinese,2.0,1.0
Atalanta,Milan,1.0,1.0
Bologna,Genoa,1.0,3.0
Cagliari,Chievo,1.0,2.0
Fiorentina,Lazio,0.0,0.0
Palermo,Juventus,2.0,0.0
Roma,Napoli,2.0,1.0
Sampdoria,Parma,1.0,1.0
Siena,Livorno,0.0,0.0
Genoa,Inter,0.0,5.0
Juventus,Fiorentina,1.0,1.0
Catania,Cagliari,2.0,1.0
Chievo,Bari,1.0,2.0
Lazio,Sampdoria,1.0,1.0
Livorno,Palermo,1.0,2.0
Milan,Roma,2.0,1.0
Napoli,Bologna,2.0,1.0
Parma,Siena,1.0,0.0
Udinese,Atalanta,1.0,3.0
Inter,Catania,2.0,1.0
Sampdoria,Bologna,4.0,1.0
Atalanta,Parma,3.0,1.0
Bari,Lazio,2.0,0.0
Cagliari,Genoa,3.0,2.0
Chievo,Milan,1.0,2.0
Fiorentina,Napoli,0.0,1.0
Palermo,Udinese,1.0,0.0
Roma,Livorno,0.0,1.0
Siena,Juventus,0.0,1.0
Bologna,Siena,2.0,1.0
Catania,Chievo,1.0,2.0
Genoa,Fiorentina,2.0,1.0
Juventus,Sampdoria,5.0,1.0
Lazio,Cagliari,0.0,1.0
Livorno,Atalanta,1.0,0.0
Napoli,Milan,2.0,2.0
Parma,Bari,2.0,0.0
Udinese,Roma,2.0,1.0
Inter,Palermo,5.0,3.0
Juventus,Napoli,2.0,3.0
Milan,Parma,2.0,0.0
Cagliari,Atalanta,3.0,0.0
Chievo,Udinese,1.0,1.0
Fiorentina,Catania,3.0,1.0
Livorno,Inter,0.0,2.0
Palermo,Genoa,0.0,0.0
Roma,Bologna,2.0,1.0
Sampdoria,Bari,0.0,0.0
Siena,Lazio,1.0,1.0
Atalanta,Juventus,2.0,5.0
Catania,Napoli,0.0,0.0
Bari,Livorno,1.0,0.0
Bologna,Palermo,3.0,1.0
Cagliari,Sampdoria,2.0,0.0
Genoa,Siena,4.0,2.0
Inter,Roma,1.0,1.0
Lazio,Milan,1.0,2.0
Parma,Chievo,2.0,0.0
Udinese,Fiorentina,0.0,1.0
Bologna,Inter,1.0,3.0
Fiorentina,Parma,2.0,3.0
Juventus,Udinese,1.0,0.0
Livorno,Genoa,2.0,1.0
Milan,Cagliari,4.0,3.0
Napoli,Lazio,0.0,0.0
Palermo,Catania,1.0,1.0
Roma,Bari,3.0,1.0
Sampdoria,Chievo,2.0,1.0
Siena,Atalanta,0.0,2.0
Genoa,Sampdoria,3.0,0.0
Udinese,Livorno,2.0,0.0
Atalanta,Roma,1.0,2.0
Bari,Siena,2.0,1.0
Cagliari,Juventus,2.0,0.0
Catania,Milan,0.0,2.0
Chievo,Palermo,1.0,0.0
Inter,Fiorentina,1.0,0.0
Lazio,Bologna,0.0,0.0
Parma,Napoli,1.0,1.0
Juventus,Inter,2.0,1.0
Milan,Sampdoria,3.0,0.0
Bologna,Udinese,2.0,1.0
Fiorentina,Atalanta,2.0,0.0
Genoa,Parma,2.0,2.0
Livorno,Chievo,0.0,2.0
Napoli,Bari,3.0,2.0
Palermo,Cagliari,2.0,1.0
Roma,Lazio,1.0,0.0
Siena,Catania,3.0,2.0
Bari,Juventus,3.0,1.0
Cagliari,Napoli,3.0,3.0
Atalanta,Inter,1.0,1.0
Catania,Livorno,0.0,1.0
Chievo,Fiorentina,2.0,1.0
Lazio,Genoa,1.0,0.0
Milan,Palermo,0.0,2.0
Parma,Bologna,2.0,1.0
Sampdoria,Roma,0.0,0.0
Siena,Udinese,2.0,1.0
Inter,Lazio,1.0,0.0
Juventus,Catania,1.0,2.0
Livorno,Sampdoria,3.0,1.0
Napoli,Chievo,2.0,0.0
Palermo,Siena,1.0,0.0
Roma,Parma,2.0,0.0
Atalanta,Napoli,0.0,2.0
Bari,Udinese,2.0,0.0
Cagliari,Roma,2.0,2.0
Catania,Bologna,1.0,0.0
Chievo,Inter,0.0,1.0
Lazio,Livorno,4.0,1.0
Milan,Genoa,5.0,2.0
Parma,Juventus,1.0,2.0
Sampdoria,Palermo,1.0,1.0
Siena,Fiorentina,1.0,5.0
Inter,Siena,4.0,3.0
Roma,Chievo,1.0,0.0
Bologna,Cagliari,0.0,1.0
Fiorentina,Bari,2.0,1.0
Genoa,Catania,2.0,0.0
Juventus,Milan,0.0,3.0
Livorno,Parma,2.0,1.0
Napoli,Sampdoria,1.0,0.0
Palermo,Atalanta,1.0,0.0
Udinese,Lazio,1.0,1.0
Bari,Inter,2.0,2.0
Cagliari,Livorno,3.0,0.0
Atalanta,Lazio,3.0,0.0
Chievo,Juventus,1.0,0.0
Fiorentina,Bologna,1.0,2.0
Milan,Siena,4.0,0.0
Napoli,Palermo,0.0,0.0
Parma,Udinese,0.0,0.0
Roma,Genoa,3.0,0.0
Sampdoria,Catania,1.0,1.0
Bologna,Atalanta,2.0,2.0
Genoa,Bari,1.0,1.0
Catania,Parma,3.0,0.0
Juventus,Roma,1.0,2.0
Bologna,Bari,2.0,1.0
Genoa,Atalanta,2.0,0.0
Inter,Milan,2.0,0.0
Lazio,Chievo,1.0,1.0
Livorno,Napoli,0.0,2.0
Palermo,Fiorentina,3.0,0.0
Siena,Cagliari,1.0,1.0
Udinese,Sampdoria,2.0,3.0
Bari,Palermo,4.0,2.0
Napoli,Genoa,0.0,0.0
Cagliari,Fiorentina,2.0,2.0
Catania,Udinese,1.0,1.0
Chievo,Bologna,1.0,1.0
Juventus,Lazio,1.0,1.0
Milan,Livorno,1.0,1.0
Roma,Siena,2.0,1.0
Sampdoria,Atalanta,2.0,0.0
Livorno,Juventus,1.0,1.0
Palermo,Parma,2.0,1.0
Atalanta,Bari,1.0,0.0
Bologna,Milan,0.0,0.0
Fiorentina,Roma,0.0,1.0
Genoa,Chievo,1.0,0.0
Inter,Cagliari,3.0,0.0
Lazio,Catania,0.0,1.0
Siena,Sampdoria,1.0,2.0
Udinese,Napoli,3.0,1.0
Parma,Inter,1.0,1.0
Milan,Udinese,3.0,2.0
Roma,Palermo,4.0,1.0
Sampdoria,Fiorentina,2.0,0.0
Cagliari,Bari,3.0,1.0
Catania,Atalanta,0.0,0.0
Chievo,Siena,0.0,1.0
Juventus,Genoa,3.0,2.0
Livorno,Bologna,0.0,1.0
Napoli,Inter,0.0,0.0
Parma,Lazio,0.0,2.0
Genoa,Udinese,3.0,0.0
Inter,Sampdoria,0.0,0.0
Atalanta,Chievo,0.0,1.0
Bari,Milan,0.0,2.0
Bologna,Juventus,1.0,2.0
Cagliari,Parma,2.0,0.0
Fiorentina,Livorno,2.0,1.0
Palermo,Lazio,3.0,1.0
Roma,Catania,1.0,0.0
Siena,Napoli,0.0,0.0
Fiorentina,Milan,1.0,2.0
Udinese,Cagliari,2.0,1.0
Catania,Bari,4.0,0.0
Lazio,Fiorentina,1.0,1.0
Chievo,Cagliari,2.0,1.0
Genoa,Bologna,3.0,4.0
Juventus,Palermo,0.0,2.0
Livorno,Siena,1.0,2.0
Milan,Atalanta,3.0,1.0
Napoli,Roma,2.0,2.0
Parma,Sampdoria,1.0,0.0
Udinese,Inter,2.0,3.0
Fiorentina,Juventus,1.0,2.0
Roma,Milan,0.0,0.0
Atalanta,Udinese,0.0,0.0
Bari,Chievo,1.0,0.0
Bologna,Napoli,2.0,1.0
Cagliari,Catania,2.0,2.0
Inter,Genoa,0.0,0.0
Palermo,Livorno,1.0,0.0
Sampdoria,Lazio,2.0,1.0
Siena,Parma,1.0,1.0
Catania,Inter,3.0,1.0
Napoli,Fiorentina,1.0,3.0
Bologna,Sampdoria,1.0,1.0
Genoa,Cagliari,5.0,3.0
Juventus,Siena,3.0,3.0
Lazio,Bari,0.0,2.0
Livorno,Roma,3.0,3.0
Milan,Chievo,1.0,0.0
Parma,Atalanta,1.0,0.0
Udinese,Palermo,3.0,2.0
Fiorentina,Genoa,3.0,0.0
Palermo,Inter,1.0,1.0
Roma,Udinese,4.0,2.0
Atalanta,Livorno,3.0,0.0
Bari,Parma,1.0,1.0
Cagliari,Lazio,0.0,2.0
Chievo,Catania,1.0,1.0
Milan,Napoli,1.0,1.0
Sampdoria,Juventus,1.0,0.0
Siena,Bologna,1.0,0.0
Atalanta,Cagliari,3.0,1.0
Bari,Sampdoria,2.0,1.0
Bologna,Roma,0.0,2.0
Catania,Fiorentina,1.0,0.0
Genoa,Palermo,2.0,2.0
Inter,Livorno,3.0,0.0
Lazio,Siena,2.0,0.0
Parma,Milan,1.0,0.0
Udinese,Chievo,0.0,0.0
Napoli,Juventus,3.0,1.0
Palermo,Bologna,3.0,1.0
Roma,Inter,2.0,1.0
Chievo,Parma,0.0,0.0
Fiorentina,Udinese,4.0,1.0
Juventus,Atalanta,2.0,1.0
Livorno,Bari,1.0,1.0
Milan,Lazio,1.0,1.0
Napoli,Catania,1.0,0.0
Sampdoria,Cagliari,1.0,1.0
Siena,Genoa,0.0,0.0
Atalanta,Siena,2.0,0.0
Bari,Roma,0.0,1.0
Cagliari,Milan,2.0,3.0
Catania,Palermo,2.0,0.0
Chievo,Sampdoria,1.0,2.0
Genoa,Livorno,1.0,1.0
Inter,Bologna,3.0,0.0
Lazio,Napoli,1.0,1.0
Parma,Fiorentina,1.0,1.0
Udinese,Juventus,3.0,0.0
Fiorentina,Inter,2.0,2.0
Napoli,Parma,2.0,3.0
Bologna,Lazio,2.0,3.0
Juventus,Cagliari,1.0,0.0
Livorno,Udinese,0.0,2.0
Milan,Catania,2.0,2.0
Palermo,Chievo,3.0,1.0
Roma,Atalanta,2.0,1.0
Sampdoria,Genoa,1.0,0.0
Siena,Bari,3.0,2.0
Inter,Juventus,2.0,0.0
Chievo,Livorno,2.0,0.0
Atalanta,Fiorentina,2.0,1.0
Bari,Napoli,1.0,2.0
Cagliari,Palermo,2.0,2.0
Catania,Siena,2.0,2.0
Lazio,Roma,1.0,2.0
Parma,Genoa,2.0,3.0
Sampdoria,Milan,2.0,1.0
Udinese,Bologna,1.0,1.0
Inter,Atalanta,3.0,1.0
Palermo,Milan,3.0,1.0
Bologna,Parma,2.0,1.0
Fiorentina,Chievo,0.0,2.0
Genoa,Lazio,1.0,2.0
Juventus,Bari,3.0,0.0
Livorno,Catania,3.0,1.0
Napoli,Cagliari,0.0,0.0
Roma,Sampdoria,1.0,2.0
Udinese,Siena,4.0,1.0
Milan,Fiorentina,1.0,0.0
Parma,Roma,1.0,2.0
Atalanta,Bologna,1.0,1.0
Bari,Genoa,3.0,0.0
Cagliari,Udinese,2.0,2.0
Catania,Juventus,1.0,1.0
Chievo,Napoli,1.0,2.0
Lazio,Inter,0.0,2.0
Sampdoria,Livorno,2.0,0.0
Siena,Palermo,1.0,2.0
Bologna,Catania,1.0,1.0
Fiorentina,Siena,1.0,1.0
Genoa,Milan,1.0,0.0
Inter,Chievo,4.0,3.0
Juventus,Parma,2.0,3.0
Livorno,Lazio,1.0,2.0
Napoli,Atalanta,2.0,0.0
Palermo,Sampdoria,1.0,1.0
Roma,Cagliari,2.0,1.0
Udinese,Bari,3.0,3.0
Lazio,Udinese,3.0,1.0
Milan,Juventus,3.0,0.0
Atalanta,Palermo,1.0,2.0
Bari,Fiorentina,2.0,0.0
Cagliari,Bologna,1.0,1.0
Catania,Genoa,1.0,0.0
Chievo,Roma,0.0,2.0
Parma,Livorno,4.0,1.0
Sampdoria,Napoli,1.0,0.0
Siena,Inter,0.0,1.0
Roma,Cesena,0.0,0.0
Udinese,Genoa,0.0,1.0
Bari,Juventus,1.0,0.0
Chievo,Catania,2.0,1.0
Fiorentina,Napoli,1.0,1.0
Milan,Lecce,4.0,0.0
Palermo,Cagliari,0.0,0.0
Parma,Brescia,2.0,0.0
Sampdoria,Lazio,2.0,0.0
Bologna,Inter,0.0,0.0
Cagliari,Roma,5.0,1.0
Cesena,Milan,2.0,0.0
Inter,Udinese,2.0,1.0
Brescia,Palermo,3.0,2.0
Catania,Parma,2.0,1.0
Genoa,Chievo,1.0,3.0
Juventus,Sampdoria,3.0,3.0
Lazio,Bologna,3.0,1.0
Lecce,Fiorentina,1.0,0.0
Napoli,Bari,2.0,2.0
Fiorentina,Lazio,1.0,2.0
Milan,Catania,1.0,1.0
Bari,Cagliari,0.0,0.0
Cesena,Lecce,1.0,0.0
Chievo,Brescia,0.0,1.0
Palermo,Inter,1.0,2.0
Parma,Genoa,1.0,1.0
Roma,Bologna,2.0,2.0
Sampdoria,Napoli,1.0,2.0
Udinese,Juventus,0.0,4.0
Bologna,Udinese,2.0,1.0
Brescia,Roma,2.0,1.0
Cagliari,Sampdoria,0.0,0.0
Catania,Cesena,2.0,0.0
Genoa,Fiorentina,1.0,1.0
Inter,Bari,4.0,0.0
Lazio,Milan,1.0,1.0
Lecce,Parma,1.0,1.0
Napoli,Chievo,1.0,3.0
Juventus,Palermo,1.0,3.0
Milan,Genoa,1.0,0.0
Roma,Inter,1.0,0.0
Bari,Brescia,2.0,1.0
Catania,Bologna,1.0,1.0
Cesena,Napoli,1.0,4.0
Chievo,Lazio,0.0,1.0
Fiorentina,Parma,2.0,0.0
Juventus,Cagliari,4.0,2.0
Palermo,Lecce,2.0,2.0
Sampdoria,Udinese,0.0,0.0
Parma,Milan,0.0,1.0
Udinese,Cesena,1.0,0.0
Bologna,Sampdoria,1.0,1.0
Chievo,Cagliari,0.0,0.0
Fiorentina,Palermo,1.0,2.0
Genoa,Bari,2.0,1.0
Inter,Juventus,0.0,0.0
Lazio,Brescia,1.0,0.0
Lecce,Catania,1.0,0.0
Napoli,Roma,2.0,0.0
Milan,Chievo,3.0,1.0
Roma,Genoa,2.0,1.0
Bari,Lazio,0.0,2.0
Brescia,Udinese,0.0,1.0
Cagliari,Inter,0.0,1.0
Catania,Napoli,1.0,1.0
Cesena,Parma,1.0,1.0
Juventus,Lecce,4.0,0.0
Palermo,Bologna,4.0,1.0
Sampdoria,Fiorentina,2.0,1.0
Fiorentina,Bari,2.0,1.0
Bologna,Juventus,0.0,0.0
Chievo,Cesena,2.0,1.0
Genoa,Catania,1.0,0.0
Inter,Sampdoria,1.0,1.0
Lazio,Cagliari,2.0,1.0
Lecce,Brescia,2.0,1.0
Parma,Roma,0.0,0.0
Udinese,Palermo,2.0,1.0
Napoli,Milan,1.0,2.0
Genoa,Inter,0.0,1.0
Milan,Juventus,1.0,2.0
Roma,Lecce,2.0,0.0
Bari,Udinese,0.0,2.0
Brescia,Napoli,0.0,1.0
Cagliari,Bologna,2.0,0.0
Catania,Fiorentina,0.0,0.0
Cesena,Sampdoria,0.0,1.0
Palermo,Lazio,0.0,1.0
Parma,Chievo,0.0,0.0
Bologna,Lecce,2.0,0.0
Inter,Brescia,1.0,1.0
Bari,Milan,2.0,3.0
Fiorentina,Chievo,1.0,0.0
Juventus,Cesena,3.0,1.0
Lazio,Roma,0.0,2.0
Napoli,Parma,2.0,0.0
Palermo,Genoa,1.0,0.0
Sampdoria,Catania,0.0,0.0
Udinese,Cagliari,1.0,1.0
Brescia,Juventus,1.0,1.0
Cagliari,Napoli,0.0,1.0
Catania,Udinese,1.0,0.0
Cesena,Lazio,1.0,0.0
Chievo,Bari,0.0,0.0
Genoa,Bologna,1.0,0.0
Lecce,Inter,1.0,1.0
Milan,Palermo,3.0,1.0
Roma,Fiorentina,3.0,2.0
Parma,Sampdoria,1.0,0.0
Fiorentina,Cesena,1.0,0.0
Juventus,Roma,1.0,1.0
Bari,Parma,0.0,1.0
Bologna,Brescia,1.0,0.0
Cagliari,Genoa,0.0,1.0
Inter,Milan,0.0,1.0
Lazio,Napoli,2.0,0.0
Palermo,Catania,3.0,1.0
Sampdoria,Chievo,0.0,0.0
Udinese,Lecce,4.0,0.0
Milan,Fiorentina,1.0,0.0
Roma,Udinese,2.0,0.0
Brescia,Cagliari,1.0,2.0
Catania,Bari,1.0,0.0
Cesena,Palermo,1.0,2.0
Chievo,Inter,2.0,1.0
Genoa,Juventus,0.0,2.0
Lecce,Sampdoria,2.0,3.0
Napoli,Bologna,4.0,1.0
Parma,Lazio,1.0,1.0
Juventus,Fiorentina,1.0,1.0
Sampdoria,Milan,1.0,1.0
Bari,Cesena,1.0,1.0
Brescia,Genoa,0.0,0.0
Cagliari,Lecce,3.0,2.0
Inter,Parma,5.0,2.0
Lazio,Catania,1.0,1.0
Palermo,Roma,3.0,1.0
Udinese,Napoli,3.0,1.0
Lazio,Inter,3.0,1.0
Chievo,Roma,2.0,2.0
Milan,Brescia,3.0,0.0
Catania,Juventus,1.0,3.0
Cesena,Bologna,0.0,2.0
Fiorentina,Cagliari,1.0,0.0
Lecce,Genoa,1.0,3.0
Parma,Udinese,2.0,1.0
Sampdoria,Bari,3.0,0.0
Napoli,Palermo,1.0,0.0
Bologna,Chievo,2.0,1.0
Genoa,Napoli,0.0,1.0
Palermo,Parma,3.0,1.0
Udinese,Fiorentina,2.0,1.0
Bologna,Milan,0.0,3.0
Brescia,Sampdoria,1.0,0.0
Cagliari,Catania,3.0,0.0
Juventus,Lazio,2.0,1.0
Lecce,Chievo,3.0,2.0
Roma,Bari,1.0,0.0
Cesena,Cagliari,1.0,0.0
Milan,Roma,0.0,1.0
Bari,Palermo,1.0,1.0
Catania,Brescia,1.0,0.0
Chievo,Juventus,1.0,1.0
Lazio,Udinese,3.0,2.0
Napoli,Lecce,1.0,0.0
Parma,Bologna,0.0,0.0
Bologna,Fiorentina,1.0,1.0
Brescia,Cesena,1.0,2.0
Cagliari,Milan,0.0,1.0
Genoa,Lazio,0.0,0.0
Inter,Napoli,3.0,1.0
Juventus,Parma,1.0,4.0
Lecce,Bari,0.0,1.0
Palermo,Sampdoria,3.0,0.0
Roma,Catania,4.0,2.0
Udinese,Chievo,2.0,0.0
Bari,Bologna,0.0,2.0
Catania,Inter,1.0,2.0
Cesena,Genoa,0.0,0.0
Chievo,Palermo,0.0,0.0
Fiorentina,Brescia,3.0,2.0
Lazio,Lecce,1.0,2.0
Milan,Udinese,4.0,4.0
Napoli,Juventus,3.0,0.0
Parma,Cagliari,1.0,2.0
Sampdoria,Roma,2.0,1.0
Inter,Bologna,4.0,1.0
Napoli,Fiorentina,0.0,0.0
Brescia,Parma,2.0,0.0
Cagliari,Palermo,3.0,1.0
Catania,Chievo,1.0,1.0
Cesena,Roma,0.0,1.0
Genoa,Udinese,2.0,4.0
Juventus,Bari,2.0,1.0
Lazio,Sampdoria,1.0,0.0
Lecce,Milan,1.0,1.0
Inter,Cesena,3.0,2.0
Chievo,Genoa,0.0,0.0
Palermo,Brescia,1.0,0.0
Parma,Catania,2.0,0.0
Roma,Cagliari,3.0,0.0
Bari,Napoli,0.0,2.0
Bologna,Lazio,3.0,1.0
Fiorentina,Lecce,1.0,1.0
Milan,Cesena,2.0,0.0
Sampdoria,Juventus,0.0,0.0
Udinese,Inter,3.0,1.0
Catania,Milan,0.0,2.0
Lazio,Fiorentina,2.0,0.0
Brescia,Chievo,0.0,3.0
Cagliari,Bari,2.0,1.0
Genoa,Parma,3.0,1.0
Inter,Palermo,3.0,2.0
Juventus,Udinese,1.0,2.0
Lecce,Cesena,1.0,1.0
Napoli,Sampdoria,4.0,0.0
Milan,Lazio,0.0,0.0
Cesena,Catania,1.0,1.0
Chievo,Napoli,2.0,0.0
Fiorentina,Genoa,1.0,0.0
Palermo,Juventus,2.0,1.0
Parma,Lecce,0.0,1.0
Roma,Brescia,1.0,1.0
Sampdoria,Cagliari,0.0,1.0
Udinese,Bologna,1.0,1.0
Bari,Inter,0.0,3.0
Cagliari,Juventus,1.0,3.0
Udinese,Sampdoria,2.0,0.0
Bologna,Catania,1.0,0.0
Brescia,Bari,2.0,0.0
Genoa,Milan,1.0,1.0
Inter,Roma,5.0,3.0
Lazio,Chievo,1.0,1.0
Lecce,Palermo,2.0,4.0
Napoli,Cesena,2.0,0.0
Parma,Fiorentina,1.0,1.0
Milan,Parma,4.0,0.0
Roma,Napoli,0.0,2.0
Bari,Genoa,0.0,0.0
Brescia,Lazio,0.0,2.0
Cagliari,Chievo,4.0,1.0
Catania,Lecce,3.0,2.0
Cesena,Udinese,0.0,3.0
Juventus,Inter,1.0,0.0
Palermo,Fiorentina,2.0,4.0
Sampdoria,Bologna,3.0,1.0
Fiorentina,Inter,1.0,2.0
Sampdoria,Genoa,0.0,1.0
Bologna,Palermo,1.0,0.0
Inter,Cagliari,1.0,0.0
Chievo,Milan,1.0,2.0
Fiorentina,Sampdoria,0.0,0.0
Genoa,Roma,4.0,3.0
Lazio,Bari,1.0,0.0
Lecce,Juventus,2.0,0.0
Napoli,Catania,1.0,0.0
Parma,Cesena,2.0,2.0
Udinese,Brescia,0.0,0.0
Bologna,Roma,0.0,1.0
Juventus,Bologna,0.0,2.0
Bari,Fiorentina,1.0,1.0
Brescia,Lecce,2.0,2.0
Cagliari,Lazio,1.0,0.0
Catania,Genoa,2.0,1.0
Cesena,Chievo,1.0,0.0
Palermo,Udinese,0.0,7.0
Roma,Parma,2.0,2.0
Sampdoria,Inter,0.0,2.0
Milan,Napoli,3.0,0.0
Lecce,Roma,1.0,2.0
Juventus,Milan,0.0,1.0
Bologna,Cagliari,2.0,2.0
Chievo,Parma,0.0,0.0
Fiorentina,Catania,3.0,0.0
Inter,Genoa,5.0,2.0
Lazio,Palermo,2.0,0.0
Napoli,Brescia,0.0,0.0
Sampdoria,Cesena,2.0,3.0
Udinese,Bari,1.0,0.0
Brescia,Inter,1.0,1.0
Cesena,Juventus,2.0,2.0
Cagliari,Udinese,0.0,4.0
Catania,Sampdoria,1.0,0.0
Chievo,Fiorentina,0.0,1.0
Genoa,Palermo,1.0,0.0
Lecce,Bologna,0.0,1.0
Milan,Bari,1.0,1.0
Parma,Napoli,1.0,3.0
Roma,Lazio,2.0,0.0
Lazio,Cesena,1.0,0.0
Palermo,Milan,1.0,0.0
Bari,Chievo,1.0,2.0
Bologna,Genoa,1.0,1.0
Fiorentina,Roma,2.0,2.0
Inter,Lecce,1.0,0.0
Juventus,Brescia,2.0,1.0
Napoli,Cagliari,2.0,1.0
Sampdoria,Parma,0.0,1.0
Udinese,Catania,2.0,0.0
Brescia,Bologna,3.0,1.0
Milan,Inter,3.0,0.0
Catania,Palermo,4.0,0.0
Cesena,Fiorentina,2.0,2.0
Chievo,Sampdoria,0.0,0.0
Genoa,Cagliari,0.0,1.0
Lecce,Udinese,2.0,0.0
Napoli,Lazio,4.0,3.0
Parma,Bari,1.0,2.0
Roma,Juventus,0.0,2.0
Inter,Chievo,2.0,0.0
Udinese,Roma,1.0,2.0
Bari,Catania,1.0,1.0
Bologna,Napoli,0.0,2.0
Cagliari,Brescia,1.0,1.0
Fiorentina,Milan,1.0,2.0
Juventus,Genoa,3.0,2.0
Lazio,Parma,2.0,0.0
Palermo,Cesena,2.0,2.0
Sampdoria,Lecce,1.0,2.0
Milan,Sampdoria,3.0,0.0
Parma,Inter,2.0,0.0
Roma,Palermo,2.0,3.0
Catania,Lazio,1.0,4.0
Cesena,Bari,1.0,0.0
Chievo,Bologna,2.0,0.0
Fiorentina,Juventus,0.0,0.0
Genoa,Brescia,3.0,0.0
Lecce,Cagliari,3.0,3.0
Napoli,Udinese,1.0,2.0
Bari,Sampdoria,0.0,1.0
Bologna,Cesena,0.0,2.0
Brescia,Milan,0.0,1.0
Cagliari,Fiorentina,1.0,2.0
Genoa,Lecce,4.0,2.0
Inter,Lazio,2.0,1.0
Juventus,Catania,2.0,2.0
Palermo,Napoli,2.0,1.0
Roma,Chievo,1.0,0.0
Udinese,Parma,0.0,2.0
Cesena,Inter,1.0,2.0
Napoli,Genoa,1.0,0.0
Bari,Roma,2.0,3.0
Catania,Cagliari,2.0,0.0
Chievo,Lecce,1.0,0.0
Fiorentina,Udinese,5.0,2.0
Milan,Bologna,1.0,0.0
Parma,Palermo,3.0,1.0
Sampdoria,Brescia,3.0,3.0
Lazio,Juventus,0.0,1.0
Palermo,Bari,2.0,1.0
Roma,Milan,0.0,0.0
Bologna,Parma,0.0,0.0
Brescia,Catania,1.0,2.0
Cagliari,Cesena,0.0,2.0
Genoa,Sampdoria,2.0,1.0
Inter,Fiorentina,3.0,1.0
Lecce,Napoli,2.0,1.0
Udinese,Lazio,2.0,1.0
Juventus,Chievo,2.0,2.0
Lazio,Genoa,4.0,2.0
Milan,Cagliari,4.0,1.0
Bari,Lecce,0.0,2.0
Catania,Roma,2.0,1.0
Cesena,Brescia,1.0,0.0
Chievo,Udinese,0.0,2.0
Fiorentina,Bologna,1.0,1.0
Napoli,Inter,1.0,1.0
Parma,Juventus,1.0,0.0
Sampdoria,Palermo,1.0,2.0
Bologna,Bari,0.0,4.0
Brescia,Fiorentina,2.0,2.0
Cagliari,Parma,1.0,1.0
Genoa,Cesena,3.0,2.0
Inter,Catania,3.0,1.0
Juventus,Napoli,2.0,2.0
Lecce,Lazio,2.0,4.0
Palermo,Chievo,1.0,3.0
Roma,Sampdoria,3.0,1.0
Udinese,Milan,0.0,0.0
Milan,Lazio,2.0,2.0
Cesena,Napoli,1.0,3.0
Catania,Siena,0.0,0.0
Chievo,Novara,2.0,2.0
Fiorentina,Bologna,2.0,0.0
Genoa,Atalanta,2.0,2.0
Juventus,Parma,4.0,1.0
Lecce,Udinese,0.0,2.0
Palermo,Inter,4.0,3.0
Roma,Cagliari,1.0,2.0
Cagliari,Novara,2.0,1.0
Inter,Roma,0.0,0.0
Atalanta,Palermo,1.0,0.0
Bologna,Lecce,0.0,2.0
Catania,Cesena,1.0,0.0
Lazio,Genoa,1.0,2.0
Napoli,Milan,3.0,1.0
Parma,Chievo,2.0,1.0
Siena,Juventus,0.0,1.0
Udinese,Fiorentina,2.0,0.0
Novara,Inter,3.0,1.0
Cesena,Lazio,1.0,2.0
Chievo,Napoli,1.0,0.0
Fiorentina,Parma,3.0,0.0
Genoa,Catania,3.0,0.0
Juventus,Bologna,1.0,1.0
Lecce,Atalanta,1.0,2.0
Milan,Udinese,1.0,1.0
Palermo,Cagliari,3.0,2.0
Roma,Siena,1.0,1.0
Bologna,Inter,1.0,3.0
Milan,Cesena,1.0,0.0
Napoli,Fiorentina,0.0,0.0
Atalanta,Novara,2.0,1.0
Cagliari,Udinese,0.0,0.0
Catania,Juventus,1.0,1.0
Chievo,Genoa,2.0,1.0
Lazio,Palermo,0.0,0.0
Parma,Roma,0.0,1.0
Siena,Lecce,3.0,0.0
Inter,Napoli,0.0,3.0
Roma,Atalanta,3.0,1.0
Cesena,Chievo,0.0,0.0
Fiorentina,Lazio,1.0,2.0
Juventus,Milan,2.0,0.0
Lecce,Cagliari,0.0,2.0
Novara,Catania,3.0,3.0
Palermo,Siena,2.0,0.0
Parma,Genoa,3.0,1.0
Udinese,Bologna,2.0,0.0
Catania,Inter,2.0,1.0
Milan,Palermo,3.0,0.0
Napoli,Parma,1.0,2.0
Atalanta,Udinese,0.0,0.0
Cagliari,Siena,0.0,0.0
